year,phase,date,home_team,home_city,home_altitude_meters,away_team,away_city,away_altitude_meters,altitude_difference,home_goals,away_goals,score_raw,stadium
2016,Fase Final,"2 de noviembre de 2016, 20:45 (UTC-3)",San Lorenzo,Buenos Aires,25,Chapecoense,Chapecó,670,-645,1,1,1:1 (1:0),Estadio Nuevo Gasómetro
2016,Fase Final,"23 de noviembre de 2016, 21:45 (UTC-2)",Chapecoense,Chapecó,670,San Lorenzo,Buenos Aires,25,645,0,0,0:0,Arena Condá
2015,Fase Final,"23 de septiembre de 2015, 19:00 (UTC-3)",River Plate,Buenos Aires,25,Liga de Quito,Quito,2850,-2825,2,0,2:0 (1:0),Estadio Monumental
2015,Fase Final,"30 de septiembre de 2015, 17:45 (UTC-5)",Liga de Quito,Quito,2850,River Plate,Buenos Aires,25,2825,1,0,1:0 (0:0),Estadio Casa Blanca
2015,Fase Final,"24 de septiembre de 2015, 20:00 (UTC-4)",Libertad,Asunción,77,Chapecoense,Chapecó,670,-593,1,1,1:1 (0:1),Estadio Dr. Nicolás Leoz
2015,Fase Final,"1 de octubre de 2015, 21:00 (UTC-3)",Chapecoense,Chapecó,670,Libertad,Asunción,77,593,1,1,"1:1 (1:1)
(5:3 p.)",Arena Condá
2015,Fase Final,"22 de septiembre de 2015, 19:00 (UTC-5)",Deportes Tolima,Ibagué,1285,Sportivo Luqueño,Asunción,77,1208,1,1,1:1 (1:0),Estadio Metropolitano de Techo
2015,Fase Final,"29 de septiembre de 2015, 18:00 (UTC-4)",Sportivo Luqueño,Asunción,77,Deportes Tolima,Ibagué,1285,-1208,1,0,1:0 (0:0),Estadio Feliciano Cáceres
2015,Fase Final,"23 de septiembre de 2015, 22:00 (UTC-3)",Atlético Paranaense,Curitiba,934,Brasilia,Brasília,1172,-238,1,0,1:0 (0:0),Arena da Baixada
2015,Fase Final,"30 de septiembre de 2015, 22:00 (UTC-3)",Brasilia,Brasília,1172,Atlético Paranaense,Curitiba,934,238,0,0,0:0,Estadio Mané Garrincha
2015,Fase Final,"24 de septiembre de 2015, 21:00 (UTC-3)",Lanús,Buenos Aires,25,Defensor Sporting,Montevideo,43,-18,0,0,0:0,Estadio Ciudad de Lanús
2015,Fase Final,"1 de octubre de 2015, 21:00 (UTC-3)",Defensor Sporting,Montevideo,43,Lanús,Buenos Aires,25,18,0,0,"0:0
(5:3 p.)",Estadio Luis Franzini
2015,Fase Final,"23 de septiembre de 2015, 22:00 (UTC-3)",Sport Recife,Recife,10,Huracán,Buenos Aires,25,-15,1,1,1:1 (0:0),Estadio Ilha do Retiro
2015,Fase Final,"30 de septiembre de 2015, 22:10 (UTC-3)",Huracán,Buenos Aires,25,Sport Recife,Recife,10,15,3,0,3:0 (0:0),Estadio Tomás Adolfo Ducó
2015,Fase Final,"23 de septiembre de 2015, 17:00 (UTC-5)",Emelec,Guayaquil,9,Santa Fe,Bogotá,2640,-2631,2,1,2:1 (0:1),Estadio Jocay
2015,Fase Final,"29 de septiembre de 2015, 19:00 (UTC-5)",Santa Fe,Bogotá,2640,Emelec,Guayaquil,9,2631,1,0,1:0 (1:0),Estadio Nemesio Camacho
2015,Fase Final,"23 de septiembre de 2015, 21:15 (UTC-3)",Independiente,Buenos Aires,25,Olimpia,Asunción,77,-52,1,0,1:0 (1:0),Estadio Libertadores de América
2015,Fase Final,"30 de septiembre de 2015, 20:00 (UTC-4)",Olimpia,Asunción,77,Independiente,Buenos Aires,25,52,0,0,0:0,Estadio Defensores del Chaco
2015,Fase Final,"21 de octubre de 2015, 21:00 (UTC-3)",River Plate,Buenos Aires,25,Chapecoense,Chapecó,670,-645,3,1,3:1 (1:1),Estadio Monumental
2015,Fase Final,"28 de octubre de 2015, 22:00 (UTC-2)",Chapecoense,Chapecó,670,River Plate,Buenos Aires,25,645,2,1,2:1 (1:1),Arena Condá
2015,Fase Final,"21 de octubre de 2015, 20:00 (UTC-2)",Atlético Paranaense,Curitiba,934,Sportivo Luqueño,Asunción,77,857,1,0,1:0 (0:0),Arena da Baixada
2015,Fase Final,"28 de octubre de 2015, 19:00 (UTC-3)",Sportivo Luqueño,Asunción,77,Atlético Paranaense,Curitiba,934,-857,2,0,2:0 (2:0),Estadio Feliciano Cáceres
2015,Fase Final,"20 de octubre de 2015, 20:45 (UTC-3)",Huracán,Buenos Aires,25,Defensor Sporting,Montevideo,43,-18,1,0,1:0 (0:0),Estadio Tomás Adolfo Ducó
2015,Fase Final,"27 de octubre de 2015, 20:45 (UTC-3)",Defensor Sporting,Montevideo,43,Huracán,Buenos Aires,25,18,0,0,0:0,Estadio Luis Franzini
2015,Fase Final,"22 de octubre de 2015, 20:45 (UTC-3)",Independiente,Buenos Aires,25,Santa Fe,Bogotá,2640,-2615,0,1,0:1 (0:0),Estadio Libertadores de América
2015,Fase Final,"29 de octubre de 2015, 19:00 (UTC-5)",Santa Fe,Bogotá,2640,Independiente,Buenos Aires,25,2615,1,1,1:1 (1:0),Estadio Nemesio Camacho
2015,Fase Final,"5 de noviembre de 2015, 20:45 (UTC-3)",River Plate,Buenos Aires,25,Huracán,Buenos Aires,25,0,0,1,0:1 (0:1),Estadio Monumental
2015,Fase Final,"26 de noviembre de 2015, 20:45 (UTC-3)",Huracán,Buenos Aires,25,River Plate,Buenos Aires,25,0,2,2,2:2 (2:0),Estadio Tomás Adolfo Ducó
2015,Fase Final,"4 de noviembre de 2015, 20:45 (UTC-3)",Sportivo Luqueño,Asunción,77,Santa Fe,Bogotá,2640,-2563,1,1,1:1 (1:0),Estadio Feliciano Cáceres
2015,Fase Final,"25 de noviembre de 2015, 19:00 (UTC-5)",Santa Fe,Bogotá,2640,Sportivo Luqueño,Asunción,77,2563,0,0,0:0,Estadio Nemesio Camacho
2015,Fase Final,"2 de diciembre de 2015, 21:00 (UTC-3)",Huracán,Buenos Aires,25,Santa Fe,Bogotá,2640,-2615,0,0,0:0,Estadio Tomás Adolfo Ducó
2015,Fase Final,"9 de diciembre de 2015, 19:00 (UTC-5)",Santa Fe,Bogotá,2640,Huracán,Buenos Aires,25,2615,0,0,"0:0 (t. s.)
(3:1 p.)",Estadio El Campín
2014,Fase Final,"1 de octubre de 2014, 20:00 (UTC-5)",Atlético Nacional,Medellín,1495,Vitória,Salvador,51,1444,2,2,2:2 (1:1),Estadio Atanasio Girardot
2014,Fase Final,"16 de octubre de 2014, 19:15 (UTC-3)",Vitória,Salvador,51,Atlético Nacional,Medellín,1495,-1444,0,1,0:1 (0:0),Estadio Manoel Barradas
2014,Fase Final,"1 de octubre de 2014, 19:30 (UTC-3)",Bahia,Salvador,51,Universidad César Vallejo,Trujillo,34,17,2,0,2:0 (0:0),Arena Fonte Nova
2014,Fase Final,"15 de octubre de 2014, 20:00 (UTC-5)",Universidad César Vallejo,Trujillo,34,Bahia,Salvador,51,-17,2,0,"2:0 (0:0)
(7:6 p.)",Estadio Mansiche
2014,Fase Final,"30 de septiembre de 2014, 20:30 (UTC-3)",São Paulo,São Paulo,760,Huachipato,Talcahuano,1,759,1,0,1:0 (0:0),Estadio Morumbi
2014,Fase Final,"15 de octubre de 2014, 19:30 (UTC-3)",Huachipato,Talcahuano,1,São Paulo,São Paulo,760,-759,2,3,2:3 (1:2),Estadio CAP
2014,Fase Final,"1 de octubre de 2014, 20:00 (UTC-5)",Emelec,Guayaquil,9,Goiás,Goiânia,749,-740,1,0,1:0 (0:0),Estadio George Capwell
2014,Fase Final,"15 de octubre de 2014, 22:00 (UTC-3)",Goiás,Goiânia,749,Emelec,Guayaquil,9,740,1,0,"1:0 (1:0)
(5:6 p.)",Estadio Serra Dourada
2014,Fase Final,"15 de octubre de 2014, 21:15 (UTC-3)",Boca Juniors,Buenos Aires,25,Deportivo Capiatá,Asunción,77,-52,0,1,0:1 (0:1),Estadio La Bombonera
2014,Fase Final,"23 de octubre de 2014, 21:15 (UTC-3)",Deportivo Capiatá,Asunción,77,Boca Juniors,Buenos Aires,25,52,0,1,"0:1 (0:0)
(3:4 p.)",Estadio Feliciano Cáceres
2014,Fase Final,"14 de octubre de 2014, 21:30 (UTC-3)",Cerro Porteño,Asunción,77,Lanús,Buenos Aires,25,52,2,1,2:1 (0:0),Estadio Defensores del Chaco
2014,Fase Final,"21 de octubre de 2014, 21:15 (UTC-3)",Lanús,Buenos Aires,25,Cerro Porteño,Asunción,77,-52,1,1,1:1 (1:1),Estadio Ciudad de Lanús
2014,Fase Final,"16 de octubre de 2014, 21:30 (UTC-3)",Libertad,Asunción,77,River Plate,Buenos Aires,25,52,1,3,1:3 (1:0),Estadio Dr. Nicolás Leoz
2014,Fase Final,"22 de octubre de 2014, 21:30 (UTC-3)",River Plate,Buenos Aires,25,Libertad,Asunción,77,-52,2,0,2:0 (1:0),Estadio Monumental
2014,Fase Final,"14 de octubre de 2014, 19:15 (UTC-3)",Estudiantes (LP),La Plata,9,Peñarol,Montevideo,43,-34,2,1,2:1 (1:0),Estadio Ciudad de La Plata
2014,Fase Final,"22 de octubre de 2014, 19:00 (UTC-3)",Peñarol,Montevideo,43,Estudiantes (LP),La Plata,9,34,2,1,"2:1 (2:0)
(1:3 p.)",Estadio Centenario
2014,Fase Final,"29 de octubre de 2014, 20:30 (UTC-5)",Atlético Nacional,Medellín,1495,Universidad César Vallejo,Trujillo,34,1461,1,0,1:0 (0:0),Estadio Atanasio Girardot
2014,Fase Final,"5 de noviembre de 2014, 21:30 (UTC-5)",Universidad César Vallejo,Trujillo,34,Atlético Nacional,Medellín,1495,-1461,0,1,0:1 (0:0),Estadio Mansiche
2014,Fase Final,"30 de octubre de 2014, 20:15 (UTC-2)",São Paulo,São Paulo,760,Emelec,Guayaquil,9,751,4,2,4:2 (3:0),Estadio Morumbi
2014,Fase Final,"5 de noviembre de 2014, 19:00 (UTC-5)",Emelec,Guayaquil,9,São Paulo,São Paulo,760,-751,3,2,3:2 (1:2),Estadio George Capwell
2014,Fase Final,"30 de octubre de 2014, 21:30 (UTC-3)",Boca Juniors,Buenos Aires,25,Cerro Porteño,Asunción,77,-52,1,0,1:0 (0:0),Estadio La Bombonera
2014,Fase Final,"6 de noviembre de 2014, 19:00 (UTC-3)",Cerro Porteño,Asunción,77,Boca Juniors,Buenos Aires,25,52,1,4,1:4 (1:1),Estadio Defensores del Chaco
2014,Fase Final,"29 de octubre de 2014, 20:15 (UTC-3)",Estudiantes (LP),La Plata,9,River Plate,Buenos Aires,25,-16,1,2,1:2 (1:0),Estadio Ciudad de La Plata
2014,Fase Final,"6 de noviembre de 2014, 21:30 (UTC-3)",River Plate,Buenos Aires,25,Estudiantes (LP),La Plata,9,16,3,2,3:2 (1:1),Estadio Monumental
2014,Fase Final,"19 de noviembre de 2014, 19:00 (UTC-5)",Atlético Nacional,Medellín,1495,São Paulo,São Paulo,760,735,1,0,1:0 (1:0),Estadio Atanasio Girardot
2014,Fase Final,"26 de noviembre de 2014, 22:00 (UTC-2)",São Paulo,São Paulo,760,Atlético Nacional,Medellín,1495,-735,1,0,"1:0 (0:0)
(1:4 p.)",Estadio Morumbi
2014,Fase Final,"20 de noviembre de 2014, 20:45 (UTC-3)",Boca Juniors,Buenos Aires,25,River Plate,Buenos Aires,25,0,0,0,0:0,Estadio La Bombonera
2014,Fase Final,"27 de noviembre de 2014, 20:45 (UTC-3)",River Plate,Buenos Aires,25,Boca Juniors,Buenos Aires,25,0,1,0,1:0 (1:0),Estadio Monumental
2014,Fase Final,"3 de diciembre de 2014, 19:15 (UTC-5)",Atlético Nacional,Medellín,1495,River Plate,Buenos Aires,25,1470,1,1,1:1 (1:0),Estadio Atanasio Girardot
2014,Fase Final,"10 de diciembre de 2014, 21:15 (UTC-3)",River Plate,Buenos Aires,25,Atlético Nacional,Medellín,1495,-1470,2,0,2:0 (0:0),Estadio Monumental
